RightArm,LeftArm,Torso,Mouth
139,496,344,0
139,496,344,0
139,496,344,0
139,496,344,0
139,496,344,0
139,496,344,600
139,496,342,1444
139,496,342,1794
139,496,342,2083
139,496,342,1689
139,496,342,1704
139,496,342,1848
139,496,342,2034
139,496,342,2034
139,496,342,2507
139,496,342,3082
139,496,342,3703
139,496,342,3395
139,496,342,3061
139,496,342,2834
139,496,342,3221
139,496,342,1464
139,496,342,1404
139,496,342,1404
139,496,342,1612
139,496,342,1214
139,496,342,724
139,496,342,714
139,496,342,717
139,496,342,681
139,496,342,2325
139,496,342,2358
139,496,342,2358
139,496,342,2421
139,496,342,1552
139,496,342,833
139,496,342,1184
139,496,342,1263
139,496,342,2571
139,496,342,2868
139,496,342,2852
139,496,342,2852
139,496,342,3112
139,496,342,3148
139,496,342,2863
139,496,342,2421
139,496,342,2431
139,496,342,2680
139,496,342,2482
139,496,342,2482
139,496,342,1945
139,496,342,2538
139,496,342,2964
139,496,342,2854
139,496,342,2031
139,496,342,2266
139,496,342,2024
139,496,342,2024
139,496,342,2333
139,496,342,2029
139,496,342,1770
139,496,342,1973
139,496,342,2019
139,496,342,2503
139,496,342,1834
139,496,342,2112
139,496,342,2112
139,496,342,1606
139,496,342,1769
139,496,342,2129
139,496,342,2291
139,496,342,2173
139,496,342,2173
139,496,342,2173
139,496,342,1787
139,496,342,1755
139,496,342,2097
139,496,342,1800
139,496,342,2695
139,496,342,1721
139,496,342,2073
139,496,342,2073
139,496,342,2174
139,496,342,1878
139,496,342,2040
139,496,342,2248
139,496,342,1628
139,496,342,2019
139,496,342,2178
139,496,342,1838
139,496,342,1838
139,496,342,1973
139,496,342,1263
139,496,342,1850
139,496,342,2263
139,496,342,1297
139,496,342,647
139,496,342,647
139,496,342,479
139,496,342,447
139,496,342,382
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,0
139,496,342,333
139,496,342,333
139,496,342,592
139,496,342,580
139,496,342,495
139,496,342,645
139,496,342,859
139,496,342,762
139,496,342,762
139,496,342,629
139,496,342,655
139,496,342,619
139,496,342,677
139,496,342,810
139,496,342,556
139,496,342,556
139,496,342,310
139,496,342,310
139,496,342,777
139,496,342,792
139,496,342,831
139,496,342,697
139,496,342,693
139,496,342,900
139,496,342,900
139,496,342,978
139,496,342,923
139,496,342,912
139,496,342,1123
139,496,342,1293
139,496,342,1433
139,496,342,1546
139,496,342,1206
139,496,342,1250
139,496,342,1721
